suite,name,summary,precondition,step_number,step,expectedresult
통합회원전환,통합계정 결합 완료_002,통합회원 ID 결합 완료,,2,1. 계정 정보 유효성 확인,"아래와 같이 본인의 계정 정보가 정확한 값으로 노출된다.
통합회원 ID : nami1004 
통합회원ID 전환일시 : $YYYY-MM-DD HH:MM:SS$ 
보유코인 : 5,000cn"
통합회원전환,통합계정 결합 완료_003,통합회원 ID 결합 완료,,3,1. 통합회원 ID 로 로그인 버튼 클릭,로그인 페이지로 이동이 이루어진다.
통합회원전환,통합계정 결합 완료_004,통합회원 ID 결합 완료,,4,1. 통합회원 결합 ID 로 로그인 실행,로그인이 정상적으로 이루어지며 통합회원 결합 플로우가 노출되지 않는다.
통합회원전환,통합계정전환_001,-,통합계정ID 미존재,1,1. 통합계정으로 로그인 실행,통합회원 계정 결합 약관동의 페이지가 노출된다.
통합회원전환,통합계정전환_002,약관동의 페이지,,2,1. 약관동의 페이지 UI 확인,"아래와 같이 노출
- 타이틀 : 통합회원id전환 및 결합
- 마블러스 통합ID로 전환하시면 One-ID로  
서비스의 코인을사용하실 수 있습니다.
- 전체약관 동의 체크박스
- [필수]통합ID서비스를 위한 개인정보 제공동의 체크박스
- 다음에 하기 버튼
- 확인 버튼"
통합회원전환,통합계정전환_003,약관동의 페이지,,3,1. 다음에 하기 버튼 클릭,"통합계정 결합은 이루어지지 않고 로그인이 완료된다.
해당 계정으로 로그아웃 -> 재로그인 시 다시 계정 결합 플로우가 노출된다."
통합회원전환,통합계정전환_004,약관동의 페이지,,4,"1. 필수약관 및 전체약관 동의 체크하지 않음
2. 확인 버튼 활성화 여부 확인",확인 버튼이 비활성화 되며 버튼 클릭 시 반응하지 않는다.
통합회원전환,통합계정전환_005,약관동의 페이지,,5,"1. 필수약관 체크
2. 확인 버튼 활성화 여부 확인",확인 버튼이 활성화된다.
통합회원전환,통합계정전환_006,약관동의 페이지,,6,"1. 전체약관 체크
2. 확인 버튼 활성화 여부 및 필수약관 체크 여부 확인",확인 버튼이 활성화되며 필수약관 체크가 자동으로 이루어진다.
통합회원전환,통합계정전환_007,약관동의 페이지,,7,1. 필수약관 > 버튼 클릭,약관동의 개인정보 제공동의 팝업이 노출된다.
통합회원전환,통합계정전환_008,약관동의 페이지,개인정보 제공동의 팝업 노출 상태,8,1. x 버튼 클릭,팝업이 닫히며 약관동의 페이지가 노출된다.
통합회원전환,통합계정전환_009,약관동의 페이지,,9,"1. 전체약관 체크
2. 확인 버튼 클릭",휴대폰 본인 인증 페이지로 이동된다.
통합회원전환,통합계정전환 PASS 인증_001,휴대폰 본인 인증 페이지,통합계정ID 미존재,1,1. 본인 인증 페이지 UI 확인,"아래와 같이 노출
- 타이틀 : 통합회원id전환 및 결합
- 기존 이용 사이트(밈즈, 푸드버스샵, 폴콘샵, 푸드버스 오더)
통합회원ID 전환여부 확인 및 기존 계정정보 연결을 위해 이름/휴대폰번호/CI조회 후 전환을 진행합니다.
- 통합회원 ID 전환은 만 14세 이상만 가능합니다.
서비스 회원가입 여부 확인을 위해 아래 정보로 조회가 진행됩니다.
조회정보 : 이름.  휴대폰번호, 생년월일, Ci
- 취소 버튼
- 휴대폰 인증 버튼"
통합회원전환,통합계정전환 PASS 인증_002,휴대폰 본인 인증 페이지,,2,1. 취소 버튼 클릭,"통합계정 결합은 이루어지지 않고 로그인이 완료되며 서비스 메인페이지로 이동된다.
해당 계정으로 로그아웃 -> 재로그인 시 다시 계정 결합 플로우가 노출된다."
통합회원전환,통합계정전환 PASS 인증_003,휴대폰 본인 인증 페이지,,3,1. 휴대폰 인증 버튼 클릭,PASS 인증 페이지로 이동된다.
통합회원전환,통합계정전환 PASS 인증_004,PASS 인증 완료,,4,1. PASS 인증 완료,통합회원ID 결합 페이지로 이동된다.
통합회원전환,통합계정전환 결합 페이지_001,통합ID 전환,통합계정ID 미존재,1,1. 통합 ID가 존재하지 않는 경우 계정 결합 페이지 확인,"- 타이틀 : 통합회원ID로 전환
통합회원ID로 전환하고자 하는 
가입정보를 선택해주세요.
- 가입 계정 노출 영역 (계정/이메일/코인), (같은 CIDI 인증 계정 존재 시 여러개의 계정 노출)
nami1004 /nami@naver.com/5,000cn
- 통합회원ID로 전환하신 ID로만 코인을 사용하실 수 있습니다.
- 통합회원으로 전환 시, 선택되지 않은 계정과 코인은 소멸됩니다.
- 소셜간편회원에 중복 가입된 경우 통합회원ID 계정으로 자동 연결됩니다.
- 취소 버튼
- 다음단계로 버튼"
통합회원전환,통합계정전환 결합 페이지_002,통합ID 전환,,2,1. 취소버튼 클릭,"통합계정 결합은 이루어지지 않고 로그인이 완료되며 서비스 메인페이지로 이동된다.
해당 계정으로 로그아웃 -> 재로그인 시 다시 계정 결합 플로우가 노출된다."
통합회원전환,통합계정전환 결합 페이지_003,통합ID 전환,"1. 같은 CI DI 로 인증한 계정이 2개 이상일 경우
2. 2개 이상의 계정 중 1개 이상이 일반 계정인 경우",3,"1. 계정 정보에서 일반 계정 선택
2. 다음단계로 버튼 클릭",통합회원 ID 결합 완료 페이지가 노출된다.
통합회원전환,통합계정전환 결합 페이지_004,통합ID 결합 완료,,4,1. 결합 완료 페이지 확인,"아래와 같이 노출
- 타이틀 : 통합회원ID 전환 및 결합
감사합니다.
통합회원 전환 및 결합이 완료되었습니다.
- 계정정보
통합회원 ID : nami1004 
통합회원ID 전환일시 : $YYYY-MM-DD HH:MM:SS$ 
보유코인 : 5,000cn
- 통합회원 ID로 로그인 버튼
- 마블러스 통합 ID 서비스 이미지 노출"
통합회원전환,통합계정전환 소셜 계정_001,통합ID 전환,"1. 같은 CI DI 로 인증한 계정이 2개 이상일 경우
2. 2개 이상의 계정 중 1개 이상이 소셜 계정인 경우",1,"1. 계정 정보에서 소셜 계정 선택
2. 다음단계로 버튼 클릭",통합회원 ID 전환 페이지가 노출된다.
통합회원전환,통합계정전환 소셜 계정_002,통합ID 전환,,2,1. 통합회원 ID 전환 페이지 확인,"아래와 같이 노출된다.
- 타이틀 : 통합회원ID 전환
통합회원ID로 전환을 위해 
아이디/비밀번호를 입력해주세요.
- 아이디 입력 필드
- 비밀번호 입력 필드
- 비밀번호 재입력 필드
- 취소 버튼
- 다음단계로 버튼"
통합회원전환,통합계정전환 소셜 계정_003,통합ID 전환,,3,1. 취소 버튼,"통합계정 결합은 이루어지지 않고 로그인이 완료되며 서비스 메인페이지로 이동된다.
해당 계정으로 로그아웃 -> 재로그인 시 다시 계정 결합 플로우가 노출된다."
통합회원전환,통합계정전환 ID 입력_001,통합ID 전환,통합계정ID 미존재,1,"1. 아이디 입력 필드에 텍스트 입력하지 않음
2. 비밀번호 미입력
3. 로그인 버튼 클릭","아래의 안내 문구가 노출된다.
- 아이디를 입력해 주세요."
통합회원전환,통합계정전환 ID 입력_002,통합ID 전환,,2,"1. 아이디 입력 필드에 아이디 입력
2. 입력한 아이디 앞에 공백을 넣음
3. 해당 계정의 올바른 비밀번호 입력
4.. 로그인 버튼 클릭","아래의 안내 문구가 노출된다.
- 아이디 또는 비밀번호 N회 오류입니다. 정확한 아이디 또는 비밀번호를 입력해 주세요."
통합회원전환,통합계정전환 ID 입력_003,통합ID 전환,,3,"1. 아이디 입력 필드에 존재하지 않는 아이디 입력
2. 임의의 비밀번호 입력
3. 로그인 버튼 클릭","아래의 안내 문구가 노출된다.
- 아이디 또는 비밀번호 n회 오류입니다. 정확한 아이디 또는 비밀번호를 입력해주세요."
통합회원전환,통합계정전환 ID 입력_004,통합ID 전환,,4,"1. 아이디 입력 필드에 아이디 영문, 숫자 외의 글자를 입력 (특수문자)
2. 임의의 비밀번호 입력
3. 로그인 버튼 클릭","아래의 안내 문구가 노출된다.
- 5~20자의 영문, 숫자만 사용 가능합니다."
통합회원전환,통합계정전환 PW 입력_001,통합ID 전환,통합계정ID 미존재,1,"1. 새 비밀번호 입력 필드에 값 입력하지 않음
2. 포커스 아웃","아래의 문구 노출 확인
- 비밀번호를 입력해주세요."
통합회원전환,통합계정전환 PW 입력_002,통합ID 전환,,2,"1. 새 비밀번호 입력 필드
2. 비밀번호 설정 조건이 지켜지지 않게 입력","1. 유효성 검사 문구 확인
 - 영어, 숫자, 특수문자(@$!%*#?&)를 각 1개 이상 포함하여, 8자 ~ 20자 이하로 입력해 주세요"
통합회원전환,통합계정전환 PW 입력_003,통합ID 전환,,3,"1. 새 비밀번호 입력 필드
2. 7자리 이하로 입력","1. 유효성 검사 문구 확인
 - 비밀번호는 최소 8자리 이상으로 입력해주세요."
통합회원전환,통합계정전환 PW 입력_004,통합ID 전환,,4,"1. 새 비밀번호 입력 필드
2. 유효하지 않은 비밀번호 입력","1. 유효성 검사 문구 확인
 - 문자/숫자/기호 8자 이상 입력해 주세요."
통합회원전환,통합계정전환 PW 입력_005,통합ID 전환,,5,"1. 새 비밀번호 입력 필드
2. 비밀번호 보기 버튼 클릭",입력한 비밀번호가 노출된다.
통합회원전환,통합계정전환 PW 입력_006,통합ID 전환,,6,"1. 비밀번호 재입력 필드
2. 비밀번호와 다른 비밀번호 입력",비밀번호가 일치하지 않습니다. 문구 노출
통합회원전환,통합계정전환 PW 입력_007,통합ID 전환,,7,"1. 비밀번호 재입력 입력 필드
2. 비밀번호 보기 버튼 클릭",입력한 비밀번호가 노출된다.
통합회원전환,통합계정전환 PW 입력_008,통합ID 전환,모든 필수값 입력,8,1. 다음단계로 버튼 클릭,통합회원 ID 전환 페이지가 노출된다.
통합회원전환,통합계정전환 PW 입력_009,통합ID 전환,,9,1. 통합회원 ID 전환 페이지 확인,"아래와 같이 노출된다.
- 타이틀 : 통합회원ID 전환
통합회원ID로 전환을 위해 
아이디/비밀번호를 입력해주세요.
- 아이디 입력 필드
- 비밀번호 입력 필드
- 비밀번호 재입력 필드
- 취소 버튼
- 다음단계로 버튼"
mcoin,mcoin 멤버쉽 페이지 확인_001,-,1. 해당 계정이 멤버쉽 전환을 한 상태의 계정,1,"1. 내정보
2. 우측 상단 햄버거 메뉴 클릭
3. m.coin 멤버쉽 메뉴 클릭",m.coin 멤버쉽 페이지로 이동이 이루어진다.
mcoin,mcoin 멤버쉽 페이지 확인_002,-,1. 해당 계정이 멤버쉽 전환을 한 상태의 계정,2,1. mcoin 멤버쉽 페이지 UI 확인,"- 타이틀 : m.coin 멤버쉽
- 소개글 : M.Coin 멤버십 소개
- 밈즈, 밈즈샵, 푸드버스, 폴콘 등 다양한 서비스에서 M.Coin을 만나실 수 있습니다. 이하 중략
- 나의 m.coin 조회 버튼
- 닫기 버튼 "
mcoin,mcoin 멤버쉽 페이지 확인_003,닫기 버튼,1. 해당 계정이 멤버쉽 전환을 한 상태의 계정,3,1. 닫기 버튼 클릭,서비스 메인페이지로 이동 안내 팝업이 노출된다.
mcoin,mcoin 조회_001,,1. 해당 계정이 멤버쉽 전환을 한 상태의 계정,1,1. mcoin 조회 버튼 클릭,나의 m.coin 내역을 조회 할 수 있는 페이지로 이동이 이루어진다.
mcoin,mcoin 조회_002,-,1. 해당 계정이 멤버쉽 전환을 하지 않은 상태의 계정,2,1. mcoin 조회 버튼 클릭,"멤버쉽 전환 얼럿이 노출된다.
- M.Coin멤버십ID로 전환하시면 코인을 사용하실 수 있습니다. M.Coin멤버십ID로 전환하시겠습니까? 
- 확인 버튼
- 취소 버튼"
mcoin,mcoin 조회_003,확인 버튼,1. 해당 계정이 멤버쉽 전환을 하지 않은 상태의 계정,3,1. 확인 버튼 클릭,(버튼)확인 : 클릭시 통합회원ID전환 및 결합페이지 이동된다.
mcoin,mcoin 조회_004,취소 버튼,1. 해당 계정이 멤버쉽 전환을 하지 않은 상태의 계정,4,1. 취소 버튼 클릭,(버튼)취소 : 클릭시 사용자가 접근한 서비스 메인화면 이동(로그인상태)
mcoin,mcoin 내역 조회_001,내역 조회 ui,,1,1. mcoin 내역 조회 페이지 ui 확인,"- 타이틀 : m.coin 내역
- 계정명? 닉네임? 실명? 노출 영역
- 일반 코인 노출 영역
- 소멸예정 코인 노출 영역(버튼)
- mcoin 전환 버튼
- 날짜 선택 소팅 버튼
- 사용내역 조회 셀렉트 박스
- 사용내역 노출 영역
- 닫기 버튼"
mcoin,mcoin 내역 조회_002,날짜 소팅 버튼,1. 내역이 존재하는 경우,2,1. 1주일 버튼 클릭,1주일치 코인 사용 내역만 노출된다.(1주일 날짜 표기)
mcoin,mcoin 내역 조회_003,날짜 소팅 버튼,1. 내역이 존재하는 경우,3,1. 1개월 버튼 클릭,1개월치 코인 사용 내역만 노출된다.(1개월 날짜 표기)
mcoin,mcoin 내역 조회_004,날짜 소팅 버튼,1. 내역이 존재하는 경우,4,1. 3개월 버튼 클릭,3개월치 코인 사용 내역만 노출된다.(3개월 날짜 표기)
mcoin,mcoin 내역 조회_005,날짜 소팅 버튼,1. 내역이 존재하는 경우,5,1. 6개월 버튼 클릭,6개월치 코인 사용 내역만 노출된다.(6개월 날짜 표기)
mcoin,mcoin 내역 조회_006,날짜 소팅 버튼,1. 내역이 존재하는 경우,6,1. 1년 버튼 클릭,1년치 코인 사용 내역만 노출된다.(1년 날짜 표기)
mcoin,mcoin 내역 조회_007,날짜 소팅 버튼,1. 내역이 존재하지 않는 경우,7,1. 모든 날짜 소팅 버튼 클릭,사용내역이 없다는 안내문구가 노출된다.
mcoin,mcoin 내역 확인_001,사용 내역 별 조회,1. 코인 사용 내역이 존재하는 경우,1,"1. 셀렉트 박스 선택
2. 전체 선택(디폴트)",모든 코인 적립 내역이 조회되어 노출된다.
mcoin,mcoin 내역 확인_002,사용 내역 별 조회,1. 적립 내역이 존재하는 경우,2,"1. 셀렉트 박스 선택
2. 적립 선택",코인 적립 내역만 조회되어 노출된다.
mcoin,mcoin 내역 확인_003,사용 내역 별 조회,1. 사용 내역이 존재하는 경우,3,"1. 셀렉트 박스 선택
2. 사용 선택",코인 사용 내역만 조회되어 노출된다.
mcoin,mcoin 내역 확인_004,사용 내역 별 조회,1. 소멸 내역이 존재하는 경우,4,"1. 셀렉트 박스 선택
2. 소멸 선택",코인 소멸 내역만 조회되어 노출된다.
mcoin,mcoin 내역 확인_005,사용 내역 별 조회,1. 적립취소 내역이 존재하는 경우,5,"1. 셀렉트 박스 선택
2. 적립취소 선택",코인 적립취소 내역만 조회되어 노출된다.
mcoin,mcoin 내역 확인_006,사용 내역 별 조회,1. 사용취소 내역이 존재하는 경우,6,"1. 셀렉트 박스 선택
2. 사용취소 선택",코인 사용취소 내역만 조회되어 노출된다.
mcoin,mcoin 소멸 예정 코인_001,소멸 예정 코인 내역 진입,,1,1. 소멸예정 코인 버튼 클릭,소멸예정 코인 내역 페이지로 이동된다.
mcoin,mcoin 소멸 예정 코인_002,소멸 예정 코인 내역,,2,1. 소멸예정 코인 내역 ui 확인,"- 타이틀 : 소멸예정 코인
- 안내문구 : 유효기간 경과로 소멸이 예상되는 코인입니다. 
- 소멸예정 코인 노출 영역(mcoin)
- 안내문구 : 3개월 내의 소멸예정 코인만 조회됩니다.
- 소멸예정 코인 조회 내역 노출 영역 (리스트로 유효기간과 코인수량 노출)

"
mcoin,mcoin 소멸 예정 코인_003,소멸 예정 코인 수량,,3,1. 소멸예정 코인 수량 확인,소멸예정 코인 내역의 총합과 소멸예정 코인 영역의 수량의 합이 일치한다.
mcoin,mcoin 소멸 예정 코인_004,소멸 예정 코인 내역,,4,1. 소멸예정 코인 내역 확인,소멸예정 코인 내역은 3개월 내의 소멸예정 코인 내역만 노출이 이루어진다.
mcoin,mcoin 전환 클릭_001,mcoin 전환 버튼,,1,1. mcoin 전환으로 버튼 클릭,mcoin 전환 코인 조회 페이지로 이동이 이루어진다.
mcoin,mcoin 전환 클릭_002,mcoin 전환 조회 페이지,,2,1. mcoin 전환 조회 페이지 ui 확인,"- 전환 가능 코인 조회 버튼
- 서비스별 코인 수량 영역
- 안내문구
전환된 M.Coin은 취소 및 서비스 코인으로 재전환 불가합니다. 
제휴서비스 코인 > M.Coin으로 전환된 코인의 유효기간은 1년입니다. 
- 닫기 버튼"
mcoin,mcoin 전환 클릭_003,전환 가능 코인 조회 버튼,,3,1. 전환 가능 코인 조회 버튼 클릭,개인정보 3자 제공동의 팝업 페이지가 노출된다.
mcoin,mcoin 전환 클릭_004,개인정보 3자 제공동의,3자 제공 동의 하지 않았을 경우,4,1. 개인정보 3자 제공동의 팝업 확인,"- 타이틀 : 개인정보 3자 제공 동의
- 안내문구 : 제공받는자...~ 이하 중략
- 동의 / 미동의 버튼
- 팝업 노출 시 백그라운드 딤드 처리"
mcoin,mcoin 전환 클릭_005,개인정보 3자 제공동의,3자 제공 동의 팝업 노출 상태,5,1. 미동의 버튼 클릭,팝업이 닫히고 전환 조회 페이지가 유지된다.
mcoin,mcoin 전환 클릭_006,개인정보 3자 제공동의,3자 제공 동의 팝업 노출 상태,6,1. 동의 버튼 클릭,동의 버튼 클릭 후 각 서비스별 전환 가능 코인 수량이 노출된다.
mcoin,mcoin 전환_001,서비스별 코인,,1,1. 코인 수량이 존재하는 서비스 로고 클릭 (ex : 밈즈),mcoin 전환하기 페이지가 노출된다.
mcoin,mcoin 전환_002,mcoin 전환하기,,1,1. mcoin 전환하기 페이지 ui 확인,"- 타이틀 :mcoin 으로 전환
- 서브 타이틀 : 서비스(밈즈) 코인을 mcoin 으로 전환하세요
- 서비스 코인 보유 수량 영역
- 코인 수량 입력 영역
- 계산하기 버튼
- 계산 후 전환 예정 mcoin 노출 영역
- 페이지 안내 문구 노출 영역
- 닫기 / 전환하기 버튼"
mcoin,mcoin 전환_003,mcoin 전환하기,,2,"1. 코인 수량 입력 하지 않음
2. 계산하기 버튼 확인",계산하기 버튼이 활성화되지 않는다.
mcoin,mcoin 전환_004,mcoin 전환하기,,3,"1. 코인 수량 입력
2. 계산하기 버튼 확인",계산하기 버튼이 활성화된다.
mcoin,mcoin 전환_005,mcoin 전환하기,,4,"1. 수량 입력
2. 계산하기 버튼 클릭
3. 전환 예정 mcoin 확인",어드민에서 설정된 전환 비율 값과 동일한 값이 전환예정 mcoin 수량에 노출된다.
mcoin,mcoin 전환_006,mcoin 전환하기,어드민에서 전환 비율 1:1로 설정,5,"1. 1,000 수량 입력
2. 계산하기 버튼 클릭
3. 전환 예정 mcoin 확인","전환 예정 mcoin 수량 1,000 으로 노출된다."
mcoin,mcoin 전환_007,mcoin 전환하기,어드민에서 전환 비율 2:1로 설정,6,"1. 1,000 수량 입력
2. 계산하기 버튼 클릭
3. 전환 예정 mcoin 확인",전환 예정 mcoin 수량 500 으로 노출된다.
