suite,name,summary,precondition,step_number,step,expectedresult
APP,팝업_007,시스템 점검,  시스템 점검 중,1,1. 앱 실행,"1. 시스템 점검 화면 노출된다.

 - 시스템 점검중 입니다."
APP,팝업_008,버전 업데이트,  새로운 버전이 있는 상태,2,1. 앱 실행,"1. 최신 버전 업데이트 확인 팝업이 노출된다.

 - 새로운 버전이 출시되었어요. 앱을 업데이트 해 주세요.
 - [앱 종료]/[업데이트] 버튼"
APP,팝업_009,버전 업데이트,,3,"1. 앱 실행
2. 최신 버전 업데이트 확인 팝업 > [앱 종료] 클릭","1. 앱 종료되는지 확인
2. 앱 재실행 시 업데이트 확인 팝업 재노출 확인"
APP,팝업_010,버전 업데이트,,4,"1. 앱 실행
2. 최신 버전 업데이트 확인 팝업 > [업데이트] 클릭","1. 앱스토어로 이동되는지 확인
2. 업데이트 하지않고 앱으로 돌아올 경우 버전 확인 팝업 유지 확인
3. 업데이트 완료 후 앱으로 돌아올 경우 메인페이지 이동 확인"
HOME,홈 진입_001,메인팝업배너,  로그인 상태,1,1. 앱 실행,"1. 메인팝업배너노출 확인

 - 팝업 이미지 / [오늘하루 보지 않기]/ [닫기] 버튼"
HOME,홈 진입_002,메인팝업배너,,2,"1. 앱 실행
2. 메인팝업배너 클릭",1. 연결된 URL로 이동 확인
HOME,홈 진입_003,메인팝업배너,,3,"1. 메인팝업배너
2. [닫기] 클릭",1. 팝업 닫히며 메인 페이지 노출 확인
HOME,홈 진입_004,메인팝업배너,,4,"1. 메인팝업배너
2. [오늘하루 보지 않기] 클릭","1. 팝업 닫히며 메인 페이지 노출 확인
2. 당일 노출되지 않는지 확인"
HOME,홈 진입_005,메인 UI 확인,  로그인 상태,1,1. 메인페이지 UI 확인," 아래와 같이 노출된다.

 - 타이틀 : who is MVP 로고, 알림 아이콘
 - 메인배너영역
 - 함께챌린지
 - 봉사활동/헌혈 인증
 - 나의 보유 응모패스, N개
 - 응모라운지
 - 핫딜라운지
 - 하단바 : 홈/함께챌린지/응모라운지/마이페이지"
HOME,홈 진입_006,새로고침,,1,"1. 메인페이지 진입 상태
2. 스와이프 다운 동작",메인페이지 새로고침 동작된다.
HOME,메인배너영역_001,메인배너 확인,,1,1. 메인페이지 > 메인배너영역 확인,"1. 메인배너 이미지, N개인 경우 인디케이트 노출 및 5초 자동 슬라이드 확인
2. 스와이프 시 다음 배너 노출 확인"
HOME,메인배너영역_002,메인배너 확인,,2,1. 메인배너 클릭, 연결된 URL로 이동되는지 확인
HOME,함께챌린지_001,UI 확인,,1,1. 함께챌린지 영역 확인," 관리자에서 노출 지정된 컨텐츠 노출 확인(최대 4개까지 노출)
/오픈예정인 컨텐츠 미노출

 - 타이틀 : 함께챌린지
 - 더보기 버튼
 - 챌린지 이미지, 관리자에 등록된 태그
 - 챌린지 이름, 챌린지 소개
 - N개 등록된 경우 인디케이트 노출"
HOME,함께챌린지_002,스와이프,  등록된 챌린지가 N개 이상인 상태,1,1. 함께챌린지 영역 스와이프 동작 확인, 스와이프 시 이전/다음 챌린지 노출 확인
HOME,함께챌린지_003,더보기,,1,1. 함께챌린지 영역 > 더보기 클릭,함께챌린지 메인으로 이동된다.
HOME,함께챌린지_004,더보기,,2,"1. 함께챌린지 영역 > 더보기 클릭
2. 홈으로 다시 이동 시",함께챌린지 배너 틀어지지 않는지 확인
HOME,함께챌린지_005,클릭 동작 확인,,1,1. 함께챌린지 영역 클릭, 해당 챌린지 상세페이지로 이동 확인
HOME,함께챌린지_006,비노출,,1,"1. 메인페이지 진입 상태
2. 관리자 > 노출중인 함께챌린지 컨텐츠 비노출 처리
3. 비노출 처리한 컨텐츠 클릭","""종료된 챌린지 입니다."" 페이지 노출"
HOME,함께챌린지_007,종료된 챌린지,,1,"1. 함께챌린지 영역
2. 종료된 챌린지 확인",챌린지 종료 태그 노출 확인
HOME,헌혈 인증_001,UI 확인,,1,1. 헌혈 인증 영역 확인," 아래와 같이 노출된다.

 - 타이틀 : 헌혈 인증
 - 문구 : 헌혈증서로 응모패스 모으기!
 - 등록된 이미지"
HOME,헌혈 인증_002,클릭 동작 확인,,2,1. 헌혈 인증 배너 클릭,"헌혈 상시챌린지 상세페이지로 이동된다.

 * 서버에서 URL 지정"
HOME,보유 응모패스_001,UI 확인,,1,1. 나의 보유 응모패스 영역 확인," 아래와 같이 노출된다.

 - 나의 보유 응모패스 / 응모패스 이미지 / 보유개수"
HOME,보유 응모패스_002,문구 확인,  보유 응모패스가 0개인 상태,2,1. 나의 보유 응모패스 영역 확인,"안내 문구 노출되어야 함

문구 : 챌린지에 참여하여 응모패스를 획득하세요!"
HOME,보유 응모패스_003,클릭 동작 확인,,1,1. 나의 보유 응모패스 배너 클릭, 마이페이지 > 응모패스내역 페이지로 이동된다.
HOME,응모라운지_001,UI 확인,,1,1. 응모라운지 영역 확인," 관리자에서 노출 지정된 컨텐츠 노출 확인(최대 4개까지 노출)

 - 타이틀 : 응모라운지
 - 더보기 버튼
 - 응모 컨텐츠 이미지, 상품 명, 상품 소개
 - 응모 마감 시간
 - N개 등록된 경우 인디케이트 노출"
HOME,응모라운지_002,UI 확인,  노출중인 응모 컨텐츠가 없는 상태,2,1. 응모라운지 영역 확인,응모라운지 섹션 비노출된다.
HOME,응모라운지_003,스와이프,  등록된 응모 컨텐츠가 N개 이상인 상태,1,1. 응모라운지 영역 스와이프 동작 확인, 스와이프 시 이전/다음 챌린지 노출 확인
HOME,응모라운지_004,더보기,,1,1. 응모라운지 영역 > 더보기 클릭,응모라운지 메인으로 이동된다.
HOME,응모라운지_005,클릭 동작 확인,,1,1. 응모라운지 배너 클릭, 해당 컨텐츠 상세페이지로 이동된다.
HOME,응모라운지_006,마감시간 확인,마감시간 1주일 이상 남은 상태,1,1. 응모라운지 영역 > 마감시간 확인,{N}주 후 마감
HOME,응모라운지_007,마감시간 확인,마감시간 1일 이상 남은 상태,2,1. 응모라운지 영역 > 마감시간 확인,{N}일 후 마감
HOME,응모라운지_008,마감시간 확인,마감시간 24시간 이하로 남은 상태,3,1. 응모라운지 영역 > 마감시간 확인,{HH:MM:SS} 후 마감
HOME,응모라운지_009,마감시간 확인,,4,"1. 응모라운지 영역
2. 마감시간 종료될때까지 대기
3. 종료된 응모 클릭",응모 상세페이지 이동되며 응모 마감으로 노출 확인
HOME,응모라운지_010,비노출 컨텐츠 확인,,1,"1. 메인페이지 진입 상태
2. 관리자 > 노출중인 응모라운지 컨텐츠 비노출 처리
3. 비노출 처리한 컨텐츠 클릭",비정상적인 접근입니다.
HOME,핫딜라운지_001,UI 확인,진행중인 핫딜이 있는 상태,1,1. 핫딜라운지 영역 확인," 관리자에서 노출 지정된 컨텐츠 노출 확인(최대 4개까지 노출)

 - 타이틀 : 핫딜라운지
 - 핫딜 컨텐츠 이미지, 상품 명, 상품 소개
 - N개 등록된 경우 인디케이트 노출"
HOME,핫딜라운지_002,UI 확인,진행중인 핫딜이 없는 상태,2,1. 핫딜라운지 영역 확인,노출중인 컨텐츠가 없는 경우 해당 섹션 비노출된다.
HOME,핫딜라운지_003,스와이프,,1,1. 핫딜라운지 영역 스와이프 동작 확인, 스와이프 시 이전/다음 챌린지 노출 확인
HOME,핫딜라운지_004,클릭 동작 확인,,1,1. 핫딜라운지 배너 클릭, 해당 컨텐츠 상세페이지로 이동된다.
HOME,알림_001,알림내역,,1,1. 메인페이지 > 알림 아이콘 클릭," 알림 페이지로 이동된다.

 - 타이틀 : 알림, 뒤로가기 버튼
 - ""최근 1개월간의 내역입니다."" 문구
 - 알림 내역"
HOME,알림_004,알림내역,,2,"1. 알림 페이지 진입
2. 뒤로가기 버튼 클릭", 메인페이지로 이동된다.
HOME,알림_002,알림내역,신규 알림 수신,1,1. 메인페이지 > 알림 아이콘 확인,신규 알림이 있을 경우 빨간 점 표시 확인
HOME,알림_003,알림내역,신규 알림 수신,2,"1. 알림 내역 진입하여 신규 알림 확인
2. 메인페이지 > 알림 아이콘 확인",알림 확인 시 빨간 점 제거 확인
HOME,알림_005,알림내역,수신된 알림이 없는 상태,1,1. 알림 페이지 확인," ""알림내역이 없습니다."" 문구 노출 확인"
HOME,알림_006,알림내역,응모 결과 알림 수신,1,"1. 알림 페이지
2. 알림 내용 확인"," 아래와 같은 내용으로 알림 수신 확인

 - 알림문구 : $응모 타이틀명$의 결과 확인하기!
"
HOME,알림_007,알림내역,응모 결과 알림 수신,2,1. 응모 결과 알림 클릭, 마이페이지 > 응모내역 페이지로 이동된다.
HOME,알림_008,알림내역,챌린지 결과 보상받기 알림 수신,1,"1. 알림 페이지
2. 알림 내용 확인"," 아래와 같은 내용으로 알림 수신 확인

 - 알림문구 : $챌린지 타이틀명$의 인증결과 확인하고 보상받기!"
HOME,알림_009,알림내역,챌린지 결과 보상받기 알림 수신,2,1. 챌린지 결과 보상받기 알림 클릭, 마이페이지>챌린지 인증내역 페이지로 이동된다.
HOME,알림_010,알림내역,티켓발송상태 알림 수신,1,"1. 알림 페이지
2. 알림 내용 확인"," 아래와 같은 내용으로 알림 수신 확인

 - 알림문구  :$티켓명$의 발송상태 확인하기!"
HOME,알림_011,알림내역,티켓발송상태 알림 수신,2,1. 티켓발송상태 알림 클릭, 마이페이지>나의 티켓내역 페이지로 이동된다.
HOME,하단바_001,함께챌린지,,1,"1. 메인페이지 진입 상태
2. 하단바 > 함께챌린지 클릭", 함께챌린지 페이지로 이동된다.
HOME,하단바_002,응모라운지,,1,"1. 메인페이지 진입 상태
2. 하단바 > 응모라운지 클릭", 응모라운지 페이지로 이동된다.
HOME,하단바_003,마이페이지,,1,"1. 메인페이지 진입 상태
2. 하단바 > 마이페이지 클릭", 마이페이지로 이동된다.
HOME,하단바_004,홈,,1,"1. 메인페이지 진입 상태
2. 하단바 > 홈 클릭", 메인페이지 유지된다.
HOME,하단바_005,홈,,1,"1. 메인페이지 제외한 다른 페이지 진입 상태
2. 하단바 > 홈 클릭", 메인페이지로 이동된다.
함께챌린지,목록_001,UI,"1.  함께챌린지 페이지 진입 상태
2. 등록된 챌린지 존재하는 상태",1,1. 함께챌린지 목록 UI 확인,"챌린지 목록 확인 시 아래와 같이 노출된다.

 - 타이틀 : 함께챌린지
 - 관리자에 등록된 기본형, 상시 챌린지 목록에 모두 노출
 - 노출 순서 : 최신 등록순 (유형이 상시인 경우 우선순위 노출)
 - 썸네일이미지, 챌린지명,  링크, 챌린지조건, 챌린지태그
 - 더보기 클릭 시 10개씩 추가 노출"
함께챌린지,목록_002,UI,"1. 함께챌린지 페이지 진입 상태
2. 등록된 챌린지가 없는 상태",2,1. 함께챌린지 목록 UI 확인,"아래 문구가 노출된다.

 - 진행중인 챌린지가 없습니다."""
함께챌린지,목록_003,새로고침,,1,"1. 함께챌린지 메인 진입 상태
2. 스와이프 다운 동작",함께챌린지 메인 새로고침 동작 확인
함께챌린지,목록_004,비노출,,1,"1. 함께챌린지 메인 진입 상태
2. 관리자 > 노출중인 챌린지 비노출 상태로 변경
3. 비노출 상태로 변경한 챌린지 클릭","진입 가능 / 인증하기 클릭 시 ""종료된 챌린지입니다."" 노출"
함께챌린지,일반 챌린지_001,상세 페이지,,1,"1. 함께챌린지 페이지
2. 일반 챌린지 클릭","상세페이지로 이동되며 아래와 같이 노출된다.

 1.  챌린지정보 영역
 - (필수)썸네일이미지
 - (필수)챌린지 타이틀명
 - (선택)챌린지 서브타이틀명(짧은소개글) 
 - (선택)참여율바,참여자수,참여율,목표참여자수 (목표설정 안한 경우 참여자수만 노출) 
 - (선택)챌린지 타입 : 관리자관리 (해시태그)
 - (필수)챌린지조건: 참여기간, 인증가능횟수, 인증성공보상
 - (버튼)인증하기, 공유하기, 뒤로가기

 2. 챌린지 소개 TAB :이미지,텍스트 - 관리자 관리
 
 3. 챌린지 보드TAB : 해당 챌린지에 등록된 인증샷 출력
 
 4. 유의사항 : 
-인증샷은 챌린지보드에 노출됩니다.
-소중한 개인정보가 담긴 내용은 지우고 올려주세요.
-챌린지 인증 시마다 리워드를 받을 수 있습니다.
-인증 실패 시 리워드는 미지급됩니다.
-동일한 사진으로 여러 번 인증하시는 경우에는 인증 실패됩니다.
-인증 성공 결과는 영업일 기준 1~2일 소요됩니다.
-프로젝트 의도에 벗어나는 악성, 유해 게시물 업로드 시 관리자에 의해 삭제될 수 있습니다.
-참여한 챌린지는 [마이페이지 > 챌린지 인증 내역]에서 확인 가능합니다."
함께챌린지,일반 챌린지_002,상세 페이지,  목표 참여자수 초과 달성한 챌린지 존재,2,1. 프로그래스/참여율 확인,"1. 참여율 초과 달성한 만큼 퍼센테이지 노출 확인
2. 프로그래스 넘어서 노출되지 않는지 확인"
함께챌린지,일반 챌린지_005,조건 확인,,3,1. 챌린지 조건 확인,"관리자에 등록된 조건과 동일하게 노출되는지 확인

 - 챌린지조건: 참여기간, 인증가능횟수, 인증성공보상"
함께챌린지,일반 챌린지_006,탭,,4,1. 탭 이동 확인,챌린지 소개/챌린지 보드 탭 클릭 시 각 탭 이동 확인
함께챌린지,일반 챌린지_003,뒤로가기,,1,"1. 일반 챌린지 상세페이지 진입
2. 뒤로가기 버튼 클릭",함께챌린지 목록으로 이동된다.
함께챌린지,일반 챌린지_004,뒤로가기,,2,"1. 일반 챌린지 상세페이지 진입
2. 디바이스 백버튼 버튼 클릭",함께챌린지 목록으로 이동된다.
함께챌린지,일반 챌린지_007,챌린지 소개,,1,"1. 일반 챌린지 상세페이지 진입
2. 챌린지 소개 탭 확인","1. 관리자에서 등록한 챌린지 소개 이미지, 텍스트, HTML 정상 노출 확인
2. 이모지 입력하여 등록 시 이모지 정상 노출 확인"
함께챌린지,일반 챌린지_008,챌린지 보드,  등록된 인증샷이 없는 경우,1,"1. 일반 챌린지 상세페이지 진입
2. 챌린지 보드 탭 확인","이미지와 문구가 노출된다.

 - 문구 : 등록된 인증샷이 없습니다. 인증하고 응모패스 받으세요!"
함께챌린지,일반 챌린지_009,챌린지 보드,  등록된 인증샷이 있는 경우,2,"1. 일반 챌린지 상세페이지 진입
2. 챌린지 보드 탭 확인","등록된 인증샷이 노출된다.
최신 등록순으로 정렬 확인

 - 2장 이상 이미지 등록한 경우 아이콘 표시 확인"
함께챌린지,일반 챌린지_010,챌린지 보드,  등록된 인증샷 10개 초과인 경우,3,"1. 일반 챌린지 상세페이지 진입
2. 챌린지 보드 탭
3. [더보기] 클릭",추가로 인증샷이 10개 노출된다.
함께챌린지,일반 챌린지_011,챌린지 보드,  등록된 인증샷이 있는 경우,1,"1. 일반 챌린지 상세페이지 진입
2. 챌린지 보드 탭
3. 인증샷 클릭","챌린지 보드 상세페이지로 이동된다.

 - 타이틀 : 챌린지 보드
 - 상단 : 뒤로가기 버튼
 - 인증샷 이미지 : 2장 이상 인 경우 슬라이드 
 - 프로필정보 : 프로필 이미지, 프로필명 , 등록일시로부터 시간(1일 이하인 경우) /일자
 - 메시지: 메시지 입력시 전체 출력, 영역 넘어갈시 줄바꿈"
함께챌린지,일반 챌린지_012,챌린지 보드,  등록된 인증샷이 있는 경우,2,1. 인증샷 이미지 슬라이드 동작,"1. 2장 이상 등록된 경우 슬라이드 동작 확인
2. 1장만 등록된 경우 슬라이드 미동작 확인"
함께챌린지,일반 챌린지_015,챌린지 보드,,3,1. 보드 내용 확인,메세지에 이모지 및 특수문자 입력하여 인증한 경우 정상 노출 확인
함께챌린지,일반 챌린지_013,챌린지 보드,,1,"1. 챌린지 보드 상세페이지 진입
2. 뒤로가기 버튼 클릭",챌린지 상세페이지로 이동된다.
함께챌린지,일반 챌린지_014,챌린지 보드,,2,"1. 챌린지 보드 상세페이지 진입
2. 디바이스 백버튼 버튼 클릭",챌린지 상세페이지로 이동된다.
함께챌린지,일반 챌린지_016,챌린지 보드,  인증샷 10개 이하인 경우,1,"1. 챌린지 보드 상세페이지 진입
2. 목록 확인",[더보기] 버튼 미노출 확인
함께챌린지,일반 챌린지_017,챌린지 보드,  인증샷 10개 초과 등록된 경우,2,"1. 챌린지 보드 상세페이지 진입
2. 목록 확인","[더보기] 버튼 노출 확인
[더보기] 클릭 시 10개씩 추가 노출 확인"
함께챌린지,일반 챌린지_018,공유하기,,1,"1. 일반 챌린지 상세페이지 진입
2. 공유하기 버튼 클릭","1. OS 공유하기 팝업이 노출된다.
2. URL 복사, SNS 등 공유 동작 확인"
함께챌린지,일반 챌린지_019,공유하기,  진행중인 챌린지,2,1. 공유한 URL 클릭,앱 진입되며 해당 챌린지 상세페이지 이동
함께챌린지,일반 챌린지_020,공유하기,  종료된 챌린지,3,1. 공유한 URL 클릭,"챌린지 상세페이지 진입되며 ""챌린지 종료"" 버튼 노출"
함께챌린지,일반 챌린지_021,공유하기,  비노출 상태 챌린지,4,1. 공유한 URL 클릭,[TBD] 종료된 챌린지입니다. 페이지 노출
함께챌린지,일반 챌린지_022,인증하기,"1. 참여기간이 남은 챌린지
2. 응모가능횟수가 남은 경우",1,"1. 일반 챌린지 상세페이지 진입
2. [인증하기] 버튼 클릭","인증하기 페이지로 이동된다.

 - 타이틀 : 인증하기 , 뒤로가기 버튼
 - 사진 첨부하기 N/3
 - 메세지 입력 영역 (메세지를 남겨주세요.)
*사진은 10MB이내, 최대 3장까지 첨부 가능합니다.
*미션 내용이 맞지 않거나 게시글 정책을 위반한 경우 삭제됩니다. 
 - 버튼 : [등록]"
함께챌린지,일반 챌린지_023,인증하기,참여기간이 지난 챌린지,2,"1. 일반 챌린지 상세페이지 진입
2. 버튼 확인",버튼 비활성화되며 [챌린지 종료]로 문구 노출된다.
함께챌린지,일반 챌린지_024,인증하기,"1. 참여기간이 남은 챌린지
2. 응모가능횟수가 남지 않은 경우",3,"1. 일반 챌린지 상세페이지 진입
2. [인증하기] 버튼 클릭","안내 문구(모달 형태) 노출되며 추가 인증 불가 확인

 - 문구 : 인증 가능 횟수를 초과하였습니다.
 - 버튼 : [확인]"
함께챌린지,일반 챌린지_025,인증하기,"1. 참여기간이 남은 챌린지
2. 응모가능횟수가 남지 않은 경우",4,"1. 일반 챌린지 상세페이지 진입
2. [인증하기] 버튼 클릭
3. 안내 문구 > [확인] 클릭",문구 사라지며 상세페이지 유지된다.
함께챌린지,일반 챌린지_026,인증하기,,5,"1. 일반 챌린지 상세페이지 진입
2. 관리자 > 챌린지 비노출 상태로 변경
3. [인증하기] 버튼 클릭","서버에서 시스템알럿 출력 
- 공통알럿 : 종료된 이벤트입니다."
함께챌린지,일반 챌린지_027,인증하기,,1,"1. 인증하기 페이지 진입
2. 뒤로가기 버튼 클릭","경고 팝업이 노출된다.

 - 문구 : 지금 나가면 처음부터 작성해야합니다.
작성중인 인증을 취소하시겠습니까?
 - 버튼  : [계속하기], [취소하기]"
함께챌린지,일반 챌린지_028,인증하기,,2,"1. 뒤로가기 버튼 클릭
2. 팝업 > [계속하기] 클릭",팝업 닫히며 인증하기 페이지 유지된다.
함께챌린지,일반 챌린지_029,인증하기,,3,"1. 뒤로가기 버튼 클릭
2. 팝업 > [취소하기] 클릭","인증하기 페이지에서 나가지며 챌린지 상세페이지로 이동된다.

 - 재진입 시 이전에 입력한 내용 유지되지 않는지 확인"
함께챌린지,일반 챌린지_030,인증하기,,4,"1. 인증하기 페이지 진입
2. 디바이스 내 백버튼 클릭","경고 팝업이 노출된다.

 - 문구 : 지금 나가면 처음부터 작성해야합니다.
작성중인 인증을 취소하시겠습니까?
 - 버튼  : [계속하기], [취소하기]"
함께챌린지,일반 챌린지_031,인증하기,,5,"1. 디바이스 내 백버튼 클릭
2. 팝업 > [취소] 클릭",팝업 닫히며 인증하기 페이지 유지된다.
함께챌린지,일반 챌린지_032,인증하기,,6,"1. 디바이스 내 백버튼 클릭
2. 팝업 > [확인] 클릭","인증하기 페이지에서 나가지며 챌린지 상세페이지로 이동된다.

 - 재진입 시 이전에 입력한 내용 유지되지 않는지 확인"
함께챌린지,일반 챌린지_033,인증하기,,1,1. [사진 첨부하기] 버튼 클릭,"OS 업로드 팝업 노출 확인

 - 사진 보관함 / 사진 촬영"
함께챌린지,일반 챌린지_034,인증하기,,2,"1. [사진 첨부하기] 버튼 클릭
2. 팝업 외 영역 터치 시",OS 업로드 팝업 닫히는지 확인
함께챌린지,일반 챌린지_035,인증하기,  카메라 접근 권한 허용하지 않은 상태,1,"1. [사진 첨부하기] 클릭
2. 사진 촬영 클릭","카메라 접근 권한 허용 팝업이 노출된다.

 - 문구 : ‘Who's MVP’이(가) 카메라에 접근하려고 합니다.
   게시물 작성을 위해 촬영한 사진을 첨부하시려면 승인해주세요.
 - 버튼 : [허용]/[허용 안 함]"
함께챌린지,일반 챌린지_036,인증하기,  카메라 접근 권한 허용하지 않은 상태,2,3. [허용 안 함] 버튼 클릭,팝업 닫히며 인증하기 페이지 유지된다.
함께챌린지,일반 챌린지_037,인증하기,,3,"4. [사진 첨부하기] 클릭
5. 사진 촬영 클릭","아래와 같이 팝업이 노출된다.

 - 문구 : 카메라 접근 권한을 허용해주세요. 
   액세스를 허용하면 사진을 찍고 공유할 수 있습니다. 나중에 시스템 설정에서  이 액세스를 변경할 수 있습니다.
 - 버튼 : [다음에 하기]/[설정하러 가기]"
함께챌린지,일반 챌린지_038,인증하기,  카메라 접근 권한 허용하지 않은 상태,4,"6. [허용 안 함] 버튼 클릭
7. [다음에 하기] 클릭","1. 팝업 닫히며 인증하기 페이지 유지된다.
2. 카메라 접근 불가 확인"
함께챌린지,일반 챌린지_039,인증하기,  카메라 접근 권한 허용하지 않은 상태,5,8. [사진 첨부하기] > 사진 촬영 클릭,카메라 접근 권한 허용 안내 팝업 노출되며 카메라 접근 불가 확인
함께챌린지,일반 챌린지_040,인증하기,  카메라 접근 권한 허용하지 않은 상태,6,9. [설정하러 가기] 클릭,디바이스 설정 > Who's MVP 앱 권한 설정 페이지로 이동된다.
함께챌린지,일반 챌린지_041,인증하기,  카메라 접근 권한 허용하지 않은 상태,7,10. 디바이스 설정에서 카메라 권한 허용하지 않고 앱 복귀,"1. 팝업 닫히며 인증하기 페이지 유지된다.
2. 카메라 접근 불가 확인"
