suite,name,summary,precondition,step_number,step,expectedresult
로그인 및 회원가입,회원가입 페이지 (1/2)_006,휴대폰 번호 입력 필드,,1,"1. 휴대폰 번호 입력 필드 선택
2. 숫자 입력",휴대폰번호 입력 필드에 숫자가 정상적으로 입력된다.
로그인 및 회원가입,회원가입 페이지 (1/2)_007,인증번호 받기 버튼,,1,"1. 휴대폰 번호 입력
2. 인증번호 받기 버튼 클릭
",입력된 휴대폰으로 인증번호 발송이 이루어진다.
로그인 및 회원가입,회원가입 페이지 (1/2)_008,다음 버튼,,1,"1. 모든 필수값 입력
2. 다음 버튼 클릭","회원가입 2/2 페이지로 이동이 이루어진다.
- SKT 고객인지 확인 되었을 경우 프로모션 제공 안내 팝업이 노출된다."
로그인 및 회원가입,회원가입 페이지 (2/2)_001,생년월일 입력 필드,,1,1. 생년월일 입력 필드 선택,선택 시 숫자 키패드가 노출된다.
로그인 및 회원가입,회원가입 페이지 (2/2)_002,생년월일 입력 필드,,1,"1. 생년월일 입력 필드 선택
2. 숫자 입력",정상적으로 숫자가 입력된다.
로그인 및 회원가입,회원가입 페이지 (2/2)_003,"생년월일 입력 필드
유효성 체크",,1,"1. 생년월일 입력 필드 선택
2. 6자리 미만 숫자 입력","생년월일 입력필드 하단에 아래의 안내 문구 노출
- 생년월일 6자리를 입력해주세요."
로그인 및 회원가입,회원가입 페이지 (2/2)_004,"생년월일 입력 필드
유효성 체크",,1,"1. 생년월일 입력 필드 선택
2. 7자리 이상 숫자 입력","생년월일 입력필드 하단에 아래의 안내 문구 노출
- 생년월일 6자리를 입력해주세요."
로그인 및 회원가입,회원가입 페이지 (2/2)_005,이메일 주소 입력 필드,,1,1. 이메일 주소 입력 필드 선택,선택 시 키패드가 노출된다.
로그인 및 회원가입,회원가입 페이지 (2/2)_006,이메일 주소 입력 필드,,1,"1. 이메일 주소 입력 필드 선택
2. 이메일 입력",정상적으로 텍스트가 입력된다.
로그인 및 회원가입,회원가입 페이지 (2/2)_007,이메일 주소 입력 필드 유효성 체크,,1,"1. 이메일 주소 입력 필드 선택
2. 이메일 형식이 아닌 이메일 입력","이메일 주소 입력필드 하단에 아래의 안내 문구 노출
- 올바른 이메일 형식이 아닙니다."
로그인 및 회원가입,회원가입 페이지 (2/2)_008,이메일 주소 입력 필드 유효성 체크,,1,"1. 이메일 주소 입력 필드 선택
2. 기존 가입 된 계정의 이메일 입력","이메일 주소 입력필드 하단에 아래의 안내 문구 노출
- 이미 가입된 이메일 주소입니다."
로그인 및 회원가입,회원가입 페이지 (2/2)_009,비밀번호 입력 필드,,1,1. 비밀번호 입력 필드 선택,선택 시 키패드가 노출된다.
로그인 및 회원가입,회원가입 페이지 (2/2)_010,비밀번호 입력 필드,,1,"1. 비밀번호 입력 필드 선택
2. 비밀번호 입력",정상적으로 텍스트가 입력된다.
로그인 및 회원가입,회원가입 페이지 (2/2)_011,비밀번호 입력 필드,,1,"1. 비밀번호 입력 필드 선택
2. 비밀번호 입력
3. 눈 버튼 클릭",마스킹 처리가 해제되어 비밀번호가 노출된다.
로그인 및 회원가입,회원가입 페이지 (2/2)_012,비밀번호 입력 필드 유효성 체크,,1,"1. 비밀번호 입력 필드 선택
2. 비밀번호 형식이 아닌 비밀번호 입력","비밀번호 입력필드 하단에 아래의 안내 문구 노출
- 유효한 비밀번호 형식이 아닙니다."
로그인 및 회원가입,회원가입 페이지 (2/2)_013,다음 버튼 활성 / 비활성,,1,"1. 모든 입력 필드에 유효 값 입력
2. 버튼 활성화 확인
",다음 버튼 활성화가 이루어진다.
로그인 및 회원가입,회원가입 페이지 (2/2)_014,다음 버튼,버튼 활성화 이루어짐,1,1. 다음 버튼 클릭,약관 및 서비스 동의 팝업이 노출된다.
로그인 및 회원가입,회원가입 페이지 (2/2)_015,약관 및 서비스 동의,,1,1. 약관 및 서비스 동의 팝업 확인,"- 전체 동의 체크박스
- 서비스 이용 약관 동의 체크박스
- 개인정보처리방침 동의 체크박스
- 마케팅 수신 정보 동의 체크박스
- 가입하기 버튼"
로그인 및 회원가입,회원가입 페이지 (2/2)_016,전체 동의 체크박스,,1,1. 전체 동의 체크박스 선택,모든 항목 체크가 이루어진다.
로그인 및 회원가입,회원가입 페이지 (2/2)_017,전체 동의 체크박스,전체 동의 체크박스 선택 되어 있음,1,1. 전체 동의 체크박스 선택,모든 항목 체크 해제가 이루어진다.
로그인 및 회원가입,회원가입 페이지 (2/2)_018,서비스 이용 약관,,1,1. 서비스 이용약관 체크박스 선택,서비스 이용약관 체크가 이루어진다.
로그인 및 회원가입,회원가입 페이지 (2/2)_019,서비스 이용 약관,서비스 이용약관 체크박스 선택 되어 있음,1,1. 서비스 이용약관 체크박스 선택,서비스 이용약관 체크 해제가 이루어진다.
로그인 및 회원가입,회원가입 페이지 (2/2)_020,개인정보 처리방침,,1,1. 개인정보처리방침 체크박스 선택,개인정보처리방침 체크가 이루어진다.
로그인 및 회원가입,회원가입 페이지 (2/2)_021,개인정보 처리방침,개인정보처리방침 체크박스 선택 되어 있음,1,1. 개인정보처리방침 체크박스 선택,개인정보처리방침 체크 해제가 이루어진다.
로그인 및 회원가입,회원가입 페이지 (2/2)_022,마케팅 정보 수신 동의,,1,1. 마케팅 정보 수신 동의 선택,마케팅 정보 수신 동의 체크가 이루어진다.
로그인 및 회원가입,회원가입 페이지 (2/2)_023,마케팅 정보 수신 동의,마케팅정보 수신 동의 체크박스 선택 되어 있음,1,1. 마케팅 정보 수신 동의 선택,마케팅 정보 수신 동의 체크 해제가 이루어진다.
로그인 및 회원가입,회원가입 페이지 (2/2)_024,가입하기 버튼 활성화 유효성 체크,,1,"1. 마케팅 정보만 체크, 나머지 항목 미체크
2. 가입하기 버튼 확인",가입하기 버튼이 비활성화 상태로 유지된다.
로그인 및 회원가입,회원가입 페이지 (2/2)_025,가입하기 버튼 활성화 유효성 체크,,1,"1. 서비스 이용약관만 체크, 나머지 항목 미체크
2. 가입하기 버튼 확인",가입하기 버튼이 비활성화 상태로 유지된다.
로그인 및 회원가입,회원가입 페이지 (2/2)_026,가입하기 버튼 활성화 유효성 체크,,1,"1. 개인정보처리방침만 체크, 나머지 항목 미체크
2. 가입하기 버튼 확인",가입하기 버튼이 비활성화 상태로 유지된다.
로그인 및 회원가입,회원가입 페이지 (2/2)_027,가입하기 버튼 활성화 유효성 체크,,1,"1. 마케팅 / 개인정보 체크, 서비스 미체크
2. 가입하기 버튼 확인",가입하기 버튼이 비활성화 상태로 유지된다.
로그인 및 회원가입,회원가입 페이지 (2/2)_028,가입하기 버튼 활성화 유효성 체크,,1,"1. 마케팅 / 서비스 체크, 개인정보 미체크
2. 가입하기 버튼 확인",가입하기 버튼이 비활성화 상태로 유지된다.
로그인 및 회원가입,회원가입 페이지 (2/2)_029,가입하기 버튼 활성화 유효성 체크,,1,"1. 개인정보 / 서비스 체크, 마케팅 미체크
2. 가입하기 버튼 확인",가입하기 버튼의 활성화가 이루어진다.
로그인 및 회원가입,회원가입 페이지 (2/2)_030,가입하기 버튼 활성화 유효성 체크,,1,"1. 전체동의 선택
2. 가입하기 버튼 확인",가입하기 버튼의 활성화가 이루어진다.
로그인 및 회원가입,회원가입 페이지 (2/2)_031,가입하기 버튼,가입하기 버튼 비활성화 상태,1,1. 가입하기 버튼 클릭,아무런 동작도 이루어지지 않는다.
로그인 및 회원가입,회원가입 페이지 (2/2)_032,가입하기 버튼,필수 항목 체크가 이루어진 상태,1,1. 가입하기 버튼 클릭,가입이 완료되며 Welcome Survery 페이지로 이동된다.
로그인 및 회원가입,아이디 찾기 진입_001,,,1,1. 로그인 페이지에서 아이디 찾기 클릭,이메일 찾기 페이지로 이동된다.
로그인 및 회원가입,이메일 찾기_001,페이지 ui,,1,1. 이메일 찾기 페이지 ui 확인,"- 안내 문구 : 이메일 주소를 찾기 위해..중략
- 이름 입력 필드
- 휴대폰번호 입력 필드
- 주민등록 앞자리 입력 필드"
로그인 및 회원가입,이메일 찾기_002,이름,,1,1. 이름 입력 필드 선택,선택 시 키패드가 노출된다.
로그인 및 회원가입,이메일 찾기_003,이름,,1,"1. 이름 입력 필드 선택
2. 텍스트 입력",텍스트 입력이 이루어진다.
로그인 및 회원가입,이메일 찾기_004,휴대폰번호,,1,1. 휴대폰번호 입력 필드 선택,선택 시 숫자 키패드가 노출된다.
로그인 및 회원가입,이메일 찾기_005,휴대폰번호,,1,"1. 휴대폰번호 입력 필드 선택
2. 숫자입력",숫자 입력이 이루어진다.
로그인 및 회원가입,이메일 찾기_006,주민등록번호,,1,1. 주민등록번호 입력 필드 선택,선택 시 숫자 키패드가 노출된다.
로그인 및 회원가입,이메일 찾기_007,주민등록번호,,1,"1. 주민등록번호 입력 필드 선택
2. 숫자입력",숫자 입력이 이루어진다.
로그인 및 회원가입,이메일 찾기_008,다음 버튼,,1,"1. 모든 필수값 입력
2. 다음 버튼 클릭",이메일 찾기 완료 페이지로 이동이 이루어진다.
로그인 및 회원가입,비밀번호 찾기 진입_001,,,1,1. 로그인 페이지에서 비밀번호 찾기 클릭,비밀번호 찾기 페이지로 이동된다.
로그인 및 회원가입,비밀번호 찾기_001,페이지 ui,,1,1. 비밀번호 찾기 페이지 ui 확인,"- 안내문구 : 가입된 이메일 주소를 입력해주세요. 임시 비밀번호를 보내드립니다.
- 이메일 주소 입력 필드
- 임시 비밀번호 받기 버튼"
로그인 및 회원가입,비밀번호 찾기_002,이메일주소,,1,1. 이메일 입력 필드 선택,선택 시 키패드가 노출된다.
로그인 및 회원가입,비밀번호 찾기_003,이메일주소,,1,"1. 이메일 입력 필드 선택
2. 텍스트 입력",텍스트 입력이 이루어진다.
로그인 및 회원가입,비밀번호 찾기_004,이메일주소,,1,"1. 이메일 입력
2. 임시 비밀번호 받기 버튼 클릭",입력된 이메일로 임시 비밀번호 발송이 이루어진다.
로그인 및 회원가입,로그인 실행_001,welcome 페이지,,1,"1. 가입 계정으로 최초 로그인 실행
2. 동작 확인",성별과 영어레벨 선택이 가능한 welcome 페이지가 노출된다.
로그인 및 회원가입,로그인 실행_002,welcome 페이지,,1,1. welcome 성별/레벨 선택 페이지 ui 확인,"- 안내문구 : welcome to speakit
- 성별 선택 남|녀
- 나의 영어레벨 선택 : 왕초보|초보|초중급|중상급|상급"
로그인 및 회원가입,로그인 실행_003,welcome 페이지,,1,1. 성별 선택 영역에서 남 선택,남자 성별 선택이 이루어진다.
로그인 및 회원가입,로그인 실행_004,welcome 페이지,,1,1. 성별 선택 영역에서 여 선택,여자 성별 선택이 이루어진다.
로그인 및 회원가입,로그인 실행_005,welcome 페이지,,1,1. 왕초보~상급 레벨 모두 선택,왕초보부터 상급까지의 레벨 선택이 이루어진다.
로그인 및 회원가입,로그인 실행_006,welcome 페이지,,1,"1. 성별 선택
2. 레벨 선택하지 않음",페이지에 다음 버튼이 생성되지 않는다.
로그인 및 회원가입,로그인 실행_007,welcome 페이지,,1,"1. 성별 선택하지 않음
2. 레벨 선택",페이지에 다음 버튼이 생성되지 않는다.
로그인 및 회원가입,로그인 실행_008,welcome 페이지,,1,"1. 성별 선택
2. 레벨 선택",페이지에 다음 버튼이 생성된다.
로그인 및 회원가입,로그인 실행_009,welcome 페이지,,1,1. 다음 버튼 클릭,토픽 선택 페이지로 이동이 이루어진다.
로그인 및 회원가입,로그인 실행_010,welcome 페이지,,1,1. welcome 토픽 선택 페이지 ui 확인,"- 안내문구 : welcome to speakit
영어로 배우고 싶은 토픽 3가지를 선택해주세요!
- 토픽 선택 : 여행 | 파티 | 운동 | 쇼핑 | 음식 | 친구 | 비즈니스 | 액티비티"
로그인 및 회원가입,로그인 실행_011,welcome 페이지,,1,1. 토픽 선택 영역에서 임의의 토픽 선택,토픽 선택이 이루어진다.
로그인 및 회원가입,로그인 실행_012,welcome 페이지,,1,1. 3가지 미만의 토픽 선택,페이지에 스피킷 시작하기 버튼이 생성되지 않는다.
로그인 및 회원가입,로그인 실행_013,welcome 페이지,,1,1. 3가지 이상의 토픽 선택,페이지에 스피킷 시작하기 버튼이 생성된다.
로그인 및 회원가입,로그인 실행_014,welcome 페이지,3가지 이상의 토픽 선택,1,1. 스피킷 시작하기 버튼 클릭,스피킷 홈 페이지로 이동이 이루어진다.
홈,페이지 진입_001,,스피킷 앱 로그인 상태,1,1. 하단바 > 홈 버튼 클릭,홈 화면 진입된다.
홈,헤더_001,,,1,"1. 홈 진입 상태
2. 헤더 확인","아래와 같이 노출된다.

 - 로고 : SPEAKIT
 - ? 아이콘, VR 모드 아이콘"
홈,헤더_002,스피킷 사용 가이드,,1,"1. 홈 진입 상태
2. ? 아이콘 클릭",스피킷 사용 가이드가 노출된다.
홈,헤더_003,스피킷 사용 가이드,,1,"1. 홈 진입 상태
2. ? 아이콘 클릭
3. < 뒤로가기 버튼 클릭",홈 화면으로 이동된다.
홈,헤더_004,스피킷 사용 가이드,,1,"1. 홈 진입 상태
2. ? 아이콘 클릭
3. 디바이스 내에 백버튼 클릭",홈 화면으로 이동된다.
홈,헤더_005,VR 모드,,1,"1. 홈 진입 상태
2. 헤더 > VR 모드 아이콘 클릭","VR버전 다운받기 화면이 노출된다.

 - 타이틀 : VR모드
 - 문구 : 가장 생생하게 즐길 수 있는 SPEAKIT VR 
   SPEAKIT VR앱 을 오큘러스 스토어에서 다운받아 보세요!
   * 기기는 별도 구매
 - 버튼 : VR버전 다운받기"
홈,헤더_006,VR 모드,,1,"1. 홈 진입 상태
2. 헤더 > VR 모드 아이콘 클릭
3. 디바이스 내에 백버튼 클릭",홈 화면으로 이동된다.
홈,헤더_007,VR 모드,,1,"1. 홈 진입 상태
2. 헤더 > VR 모드 아이콘 클릭
3. 홈 버튼 클릭",홈 화면으로 이동된다.
홈,헤더_008,VR 모드,,1,"1. 홈 진입 상태
2. 헤더 > VR 모드 아이콘 클릭
3. [VR버전 다운받기] 버튼 클릭","오큘러스 스토어로 이동된다.

* 페이지 이동되나 다운로드 버튼은 없어서 실제 다운로드 방법은 모르겠음"
홈,검색 영역_001,,,1,"1. 홈 진입 상태
2. 검색 영역 확인","아래와 같이 노출된다.

 - 무엇을 말하고 싶나요?
 - 검색어 입력 영역
 - 장소/상황/패턴 태그 선택 항목"
홈,검색 영역_002,,,1,"1. 홈 진입 상태
2. 검색어 입력 영역 클릭","검색 페이지로 이동된다.

 - 뒤로가기 버튼
 - 검색어 입력 영역 (무엇을 말하고 싶나요?)
 - 목록 : 검색어와 일치하는 결과가 없습니다. 문구 노출"
홈,검색 영역_003,,,1,"1. 홈 진입 상태
2. 검색어 입력 영역 클릭
3. 뒤로가기 버튼 클릭",홈 화면으로 이동된다.
홈,검색 영역_004,,,1,"1. 홈 진입 상태
2. 검색어 입력 영역 클릭
3. 안드로이드 백버튼 클릭",홈 화면으로 이동된다.
홈,검색 영역_005,,,1,"1. 홈 진입 상태
2. 검색어 입력 영역 클릭
3. 임의 검색어 입력
4. 뒤로가기 버튼 클릭
5. 검색 페이지 재진입 시",이전에 입력한 검색어 유지되지 않아야 함
홈,검색 영역_006,,,1,"1. 검색 페이지 진입 상태
2. 일치하는 컨텐츠가 없는 검색어 입력
3. 목록 확인",검색어와 일치하는 결과가 없습니다. 문구 노출
홈,검색 영역_007,,,1,"1. 검색 페이지 진입 상태
2. 일치하는 컨텐츠가 있는 검색어 입력
3. 목록 확인","검색어와 일치하는 컨텐츠가 목록에 노출되는지 확인

* sun으로 검색 시 7개 검색되나 무슨 기준으로 목록에 노출되는건지 확인 필요"
홈,검색 영역_008,장소,,1,"1. 홈 진입 상태
2. 검색 영역 > 장소 클릭","장소 바로가기 페이지가 노출된다.

 - 뒤로가기 버튼
 - 타이틀 : 장소 바로가기
 - LA/시카고/뉴욕 각 태그에 맞는 컨테츠가 목록에 노출된다."
홈,검색 영역_009,장소,,1,"1. 홈 진입 상태
2. 검색 영역 > 장소 클릭
3. 뒤로가기 버튼 클릭",홈 화면으로 이동된다.
홈,검색 영역_010,장소,,1,"1. 홈 진입 상태
2. 검색 영역 > 장소 클릭
3. 디바이스 내에 백버튼 클릭",홈 화면으로 이동된다.
홈,검색 영역_011,장소,,1,"1. 장소 바로가기 진입 상태
2. 무료 컨텐츠 클릭",해당 컨텐츠 재생된다.
홈,검색 영역_012,장소,,1,"1. 장소 바로가기 진입 상태
2. 잠긴(유료) 컨텐츠 클릭","코스 구매 안내 팝업이 노출된다.

 - 해당 코스를 구매해야 에피소드 재생이 가능합니다.
 - 스피킷 모든 코스 무제한 이용권을 월 1,000원으로 시작해볼까요?
 - 버튼 : 구독권 살펴보기"
홈,검색 영역_013,장소,,1,"1. 장소 바로가기 진입 상태
2. 잠긴(유료) 컨텐츠 클릭
3. 구독권 살펴보기 버튼 클릭",구독권 안내 페이지로 이동된다.
홈,검색 영역_014,상황,,1,"1. 홈 진입 상태
2. 검색 영역 > 상황 클릭","상황 바로가기 페이지가 노출된다.

 - 뒤로가기 버튼
 - 타이틀 : 상황 바로가기
 - 주문/회의/쇼핑/파티 각 태그에 맞는 컨테츠가 목록에 노출된다."
홈,검색 영역_015,상황,,1,"1. 홈 진입 상태
2. 검색 영역 > 상황 클릭
3. 뒤로가기 버튼 클릭",홈 화면으로 이동된다.
홈,검색 영역_016,상황,,1,"1. 홈 진입 상태
2. 검색 영역 > 상황 클릭
3. 디바이스 내에 백버튼 클릭",홈 화면으로 이동된다.
홈,검색 영역_017,상황,,1,"1. 상황 바로가기 진입 상태
2. 무료 컨텐츠 클릭",해당 컨텐츠 재생된다.
홈,검색 영역_018,상황,,1,"1. 상황 바로가기 진입 상태
2. 잠긴(유료) 컨텐츠 클릭","코스 구매 안내 팝업이 노출된다.

 - 해당 코스를 구매해야 에피소드 재생이 가능합니다.
 - 스피킷 모든 코스 무제한 이용권을 월 1,000원으로 시작해볼까요?
 - 버튼 : 구독권 살펴보기"
홈,검색 영역_019,상황,,1,"1. 상황 바로가기 진입 상태
2. 잠긴(유료) 컨텐츠 클릭
3. 구독권 살펴보기 버튼 클릭",구독권 안내 페이지로 이동된다.
홈,검색 영역_020,패턴,,1,"1. 홈 진입 상태
2. 검색 영역 > 패턴 클릭","패턴 바로가기 페이지가 노출된다.

 - 뒤로가기 버튼
 - 타이틀 : 패턴 바로가기
 - a couple of/It seems like/Woud you like 각 태그에 맞는 컨테츠가 목록에 노출된다."
홈,검색 영역_021,패턴,,1,"1. 홈 진입 상태
2. 검색 영역 > 패턴 클릭
3. 뒤로가기 버튼 클릭",홈 화면으로 이동된다.
홈,검색 영역_022,패턴,,1,"1. 홈 진입 상태
2. 검색 영역 > 패턴 클릭
3. 디바이스 내에 백버튼 클릭",홈 화면으로 이동된다.
홈,검색 영역_023,패턴,,1,"1. 패턴 바로가기 진입 상태
2. 무료 컨텐츠 클릭",해당 컨텐츠 재생된다.
홈,검색 영역_024,패턴,,1,"1. 패턴 바로가기 진입 상태
2. 잠긴(유료) 컨텐츠 클릭","코스 구매 안내 팝업이 노출된다.

 - 해당 코스를 구매해야 에피소드 재생이 가능합니다.
 - 스피킷 모든 코스 무제한 이용권을 월 1,000원으로 시작해볼까요?
 - 버튼 : 구독권 살펴보기"
홈,검색 영역_025,패턴,,1,"1. 패턴 바로가기 진입 상태
2. 잠긴(유료) 컨텐츠 클릭
3. 구독권 살펴보기 버튼 클릭",구독권 안내 페이지로 이동된다.
홈,배너_001,오큘러스팩 특별관 바로가기,,1,"1. 홈 진입 상태
2. 배너 확인",오큘러스팩 특별관 바로가기 배너가 노출된다.
홈,배너_002,오큘러스팩 특별관 바로가기,,1,"1. 홈 진입 상태
2. 오큘러스팩 특별관 바로가기 배너 클릭",오큘러스 고 VR 팩 카테고리로 이동된다.
홈,목록_001,,,1,"1. 홈 진입 상태
2. 목록 확인","무료 에피소드, 추천 에피소드, 인기 에피소드가 노출된다."
홈 ,목록_002,무료 에피소드,,1,"1. 홈 진입 상태
2. 무료 에피소드 영역 확인","컨텐츠가 노출된다.

 - 반응형/감상형 표시
 - 컨텐츠 썸네일 이미지/컨텐츠 명(한글,영여)
 - 여러개일 경우 스와이프 시 다음 에피소드 노출"
홈 ,목록_003,무료 에피소드,,1,"1. 홈 진입 상태
2. 무료 에피소드 영역 > 컨텐츠 클릭","해당 컨텐츠 학습페이지 진입되며 컨텐츠명이 영어로 재생된다.

 - 컨텐츠 이미지
 - 컨텐츠 명 (영어, 한글)
 - 학습 포인트
 - 학습량 : 단어/문장
 - 안내 문구 : 최적의 체험을 위해 5G 속도 및 VR 환경을 권장하며 사용하는 휴대폰 기종과 인터넷 연결 속도에 따라 로딩 시간이 발생할 수 있습니다."
홈 ,목록_004,추천 에피소드,,1,"1. 홈 진입 상태
2. 추천 에피소드 영역 확인","컨텐츠가 노출된다.

 - 반응형/감상형 표시
 - 컨텐츠 썸네일 이미지/컨텐츠 명(한글,영여)
 - 여러개일 경우 스와이프 시 다음 에피소드 노출"
홈 ,목록_005,추천 에피소드,,1,"1. 홈 진입 상태
2. 추천 에피소드 영역 > 반응형 컨텐츠 클릭","해당 컨텐츠 학습페이지 진입되며 컨텐츠명이 영어로 재생된다.

 - 컨텐츠 이미지
 - 컨텐츠 명 (영어, 한글)
 - 학습 포인트
 - 학습량 : 단어/문장
 - 안내 문구 : 최적의 체험을 위해 5G 속도 및 VR 환경을 권장하며 사용하는 휴대폰 기종과 인터넷 연결 속도에 따라 로딩 시간이 발생할 수 있습니다."
홈 ,목록_006,추천 에피소드,,1,"1. 홈 진입 상태
2. 추천 에피소드 영역 > 감상형 컨텐츠 클릭","해당 컨텐츠 학습페이지 진입되며 컨텐츠명이 영어로 재생된다.

 - 컨텐츠 이미지
 - 컨텐츠 명 (영어, 한글)
 - 관련 태그
 - 안내 문구 : 최적의 체험을 위해 5G 속도 및 VR 환경을 권장하며 사용하는 휴대폰 기종과 인터넷 연결 속도에 따라 로딩 시간이 발생할 수 있습니다."
홈 ,목록_007,인기 에피소드,,1,"1. 홈 진입 상태
2. 인기 에피소드 영역 확인","컨텐츠가 노출된다.

 - 반응형/감상형 표시
 - 컨텐츠 썸네일 이미지/컨텐츠 명(한글,영여)
 - 여러개일 경우 스와이프 시 다음 에피소드 노출"
홈 ,목록_008,인기 에피소드,,1,"1. 홈 진입 상태
2. 인기 에피소드 영역 > 반응형 컨텐츠 클릭","해당 컨텐츠 학습페이지 진입되며 컨텐츠명이 영어로 재생된다.

 - 컨텐츠 이미지
 - 컨텐츠 명 (영어, 한글)
 - 학습 포인트
 - 학습량 : 단어/문장
 - 안내 문구 : 최적의 체험을 위해 5G 속도 및 VR 환경을 권장하며 사용하는 휴대폰 기종과 인터넷 연결 속도에 따라 로딩 시간이 발생할 수 있습니다."
